km_por_ano,idade_modelo,preco,vendido
34324.00352,23,32678.3,1
20638.17616,13,102471.7,1
43622.77004,20,103687.93,1
39256.630619999996,15,74909.36,0
21557.1093,24,30387.46,1
17462.94834,10,80133.65,0
19521.2942,26,93408.29,0
30080.17394,26,6117.08,1
33160.4507,24,89500.52,0
35558.3673,18,41987.24,1
16661.49702,25,17502.34,1
13645.593859999999,20,58906.09,0
12428.93282,16,48740.51,1
38806.01542,26,41805.13,1
14857.426879999999,22,71450.35,0
14871.91094,10,79556.77,1
18418.8963,23,54897.47,1
24320.34608,18,50641.52,1
46839.8407,15,73296.62,0
23934.104479999998,25,12932.78,1
32212.54944,13,68970.95,0
30545.2732,12,50731.62,1
14836.50546,25,63739.76,1
30641.833599999998,24,86741.97,0
21862.8839,25,78913.81,0
13035.654,25,33909.97,1
30226.62388,21,84745.6,0
22677.20994,24,74150.58,1
26900.1181,24,74395.26,0
24323.56476,12,102865.41,0
15518.86562,22,72149.77,1
37458.997839999996,25,98049.53,0
35746.66008,18,97773.26,0
25551.49118,23,77455.61,0
17649.63178,15,64645.57,0
23396.58492,25,11126.56,1
27421.54426,20,63418.49,0
24051.5863,23,57088.98,1
14558.08964,18,69010.61,1
29946.598719999998,25,105665.45,1
14249.09636,22,28413.63,1
31731.35678,20,97092.38,0
21730.91802,24,99168.29,0
19775.56992,14,66802.84,0
18536.37812,8,57554.63,1
21042.1205,26,67573.66,1
28119.99782,20,96402.39,0
21846.7905,25,39236.19,1
26447.89356,26,22820.93,1
32127.25442,21,53157.04,1
21446.06484,18,24173.59,1
25326.18358,24,76210.79,0
14511.41878,13,103811.8,1
18245.08758,18,79185.04,0
15810.15616,14,77232.01,1
16991.41172,9,73421.61,0
32962.50188,17,49682.94,1
15419.08654,18,78606.54,1
9227.95556,17,78213.31,0
22556.50944,19,79547.66,1
28179.5434,19,40723.03,0
17839.5339,24,70835.05,0
27057.83342,21,26832.41,1
12939.0936,22,52424.78,1
24107.9132,22,54251.34,1
19888.223719999998,23,79273.15,0
20292.16806,19,45906.39,1
22054.39536,18,77376.23,0
20300.21476,20,61785.35,0
31934.13362,20,97212.35,1
21874.14928,19,82615.02,1
36409.70816,24,4148.36,1
23509.23872,17,91598.96,1
33355.18084,22,45571.59,0
20445.05536,26,88490.67,0
35476.29096,16,93146.01,0
23328.99264,26,43858.16,0
18336.81996,26,70661.85,1
15562.3178,14,100262.56,1
19849.59956,16,36258.6,1
25561.14722,15,85236.69,0
14472.79462,18,27250.95,1
24424.95318,24,84904.36,0
28720.28164,16,32235.36,1
6783.3681,24,77314.78,0
42443.12382,12,114361.65,1
18930.66642,13,75020.18,0
22986.20322,23,75017.41,0
28324.384,25,98763.6,0
14450.26386,15,49690.35,0
24260.8005,16,65664.78,0
18492.92594,26,100898.5,1
26961.27302,17,42492.33,0
35762.75348,14,104368.12,0
34008.57288,21,77178.84,0
13719.6235,15,87605.76,1
13993.211299999999,22,80254.78,0
24964.08208,16,43504.39,0
15666.9249,19,104329.21,1
25434.00936,17,47933.29,1
20025.01762,15,57992.3,1
27378.09208,16,85890.67,0
14017.3514,14,28008.79,1
9488.66864,10,36362.82,1
12630.10032,25,54520.78,1
16774.15082,26,66429.92,1
15137.45204,17,97343.92,1
20774.97006,20,15583.58,1
25641.61422,24,61608.05,0
15747.3919,19,109348.37,1
13417.06758,18,111761.23,1
23345.08604,22,66058.01,1
11762.66606,22,90391.49,0
14490.49736,20,22033.39,1
24756.47722,24,78358.84,0
15473.8041,24,41841.7,1
10710.1577,23,31465.58,1
36148.99508,25,15692.34,1
18220.94748,20,48178.23,1
22562.9468,18,29677.49,1
27189.7993,19,65542.05,0
29850.03832,22,68953.87,0
22862.28404,16,57074.18,1
36807.21514,13,80202.74,0
15245.27782,22,30611.21,1
17937.70364,19,60336.88,0
32256.00162,13,105026.08,1
33696.36092,13,95418.97,0
18924.22906,25,57142.49,1
23649.2513,18,50623.63,1
20717.03382,26,61680.03,1
32574.65094,21,35415.88,1
19170.45808,25,25912.88,1
17979.54648,22,71712.08,1
29555.5291,25,69206.77,0
29879.00644,26,15441.59,1
40510.30648,15,93290.15,0
24358.97024,23,29589.69,1
11223.53716,21,81347.28,1
19239.6597,22,45162.18,1
18861.4648,15,104470.66,0
17726.8801,16,101262.0,0
15018.36088,13,114036.24,1
16661.49702,18,99423.89,1
24846.60026,26,60938.79,0
22047.958,23,43165.56,1
23568.7843,23,23397.24,1
10817.98348,24,103356.45,1
24420.12516,17,46089.67,1
18845.3714,26,15128.65,1
25668.972999999998,22,80403.15,0
8254.30486,12,87136.64,1
12630.10032,25,36867.47,1
15647.61282,24,82298.25,0
13455.69174,24,66705.22,0
27310.4998,26,45581.19,1
13587.65762,20,50674.44,1
38273.323879999996,25,84331.33,0
29851.64766,26,87877.36,0
39473.89152,22,44574.5,0
30653.09898,20,97240.13,0
14324.73534,25,87278.5,0
13191.75998,20,60124.76,0
30400.4326,21,77793.8,0
21104.88476,22,103610.55,0
26447.89356,26,95213.27,0
20845.78102,24,26866.1,1
27815.83256,23,58283.65,1
16434.58008,19,67754.13,1
13729.27954,12,96162.39,0
12382.26196,25,98845.8,1
32574.65094,19,103041.35,1
23726.49962,24,74190.92,0
33932.933899999996,24,61670.14,0
12332.37242,16,31094.42,1
24518.2949,20,105690.47,0
13397.7555,19,71266.85,1
28350.13344,25,27159.12,1
24832.1162,13,44794.08,1
12446.63556,18,52592.62,0
15681.40896,21,54538.76,1
20161.81152,24,86268.82,1
29602.199959999998,13,102214.47,1
7108.45478,15,66785.87,1
27067.48946,22,36749.95,1
39012.01094,25,50304.36,0
25133.06278,14,105681.58,0
27217.15808,26,93204.68,0
22115.55028,26,50979.69,0
31834.35454,23,78095.4,0
26142.11896,25,62474.09,0
16745.1827,20,20325.43,1
20956.82548,9,55515.55,1
11262.16132,18,27955.06,1
18470.39518,23,84824.24,1
28414.50704,21,77937.01,0
32249.56426,22,87932.13,0
42164.708,24,25011.77,1
20869.92112,22,49393.4,1
36240.72746,25,83100.27,0
17226.37536,26,6468.33,1
24223.78568,23,11612.4,1
23095.63834,19,84843.49,0
31217.977319999998,21,91721.9,0
10837.29556,17,43795.08,0
22648.24182,18,35193.52,1
19902.70778,25,56835.62,1
14294.15788,22,77940.94,0
29426.781899999998,19,54632.11,1
25160.42156,22,60819.4,0
45499.26048,20,66034.7,0
40336.49776,25,49402.83,0
12984.15512,14,37041.4,1
20749.22062,22,80390.07,1
27670.99196,19,45658.16,1
23291.97782,23,107442.61,1
35651.70902,12,76855.77,0
20663.9256,26,92304.58,0
34837.38298,9,60473.63,0
19270.23716,13,109702.38,1
26208.1019,26,108765.26,1
13669.73396,21,50488.71,1
18431.77102,11,71585.1,0
28725.10966,19,56431.43,1
22892.8615,23,15053.68,1
30875.1879,16,89198.68,0
12379.04328,25,85214.97,0
26818.04176,25,55867.47,1
34248.36454,23,38881.76,1
25385.72916,17,58618.77,1
32645.4619,24,79645.34,0
30131.67282,21,70131.25,0
16653.45032,23,82858.58,1
9300.37586,14,83182.14,0
14596.7138,20,39021.93,1
20461.14876,19,88508.97,0
31058.65266,23,20275.42,1
27764.33368,19,103655.07,1
16951.17822,23,70385.32,0
25799.32954,10,91943.27,0
19986.39346,25,97537.54,1
22982.98454,23,16463.47,1
32365.43674,21,80662.89,0
10938.68398,23,111964.55,1
17026.8172,12,69923.54,1
32993.07934,21,76861.01,0
15681.40896,18,101959.21,1
27175.31524,21,92543.29,0
24870.74036,25,83473.61,0
20739.56458,24,89471.55,0
13788.82512,22,75112.66,0
16886.80462,14,38362.54,1
14781.7879,25,17405.78,1
20992.23096,17,83277.3,1
22073.70744,18,54299.52,1
19006.3054,18,59528.79,1
17734.9268,14,91354.45,0
12432.1515,10,61507.04,1
10787.40602,19,65008.48,1
13132.2144,25,96280.73,0
20926.24802,13,91129.3,1
23108.51306,26,54778.8,1
25248.93526,23,57142.66,1
21766.3235,26,53942.86,1
30859.0945,11,62446.96,0
31911.60286,19,45144.53,0
26423.75346,20,49862.98,1
13573.17356,15,99426.38,0
17755.84822,26,51573.85,1
11136.6328,14,109887.73,1
30764.14344,16,98810.74,0
32252.78294,22,81182.36,0
14839.72414,14,73701.71,0
20739.56458,22,96430.88,0
16423.3147,26,47308.84,1
17018.7705,16,102590.22,1
13756.63832,18,93109.02,1
16822.43102,8,83548.72,0
13299.58576,23,93853.31,0
37883.8636,19,93252.22,0
25083.17324,16,23900.11,1
31127.85428,22,29886.44,1
16928.64746,20,62523.74,1
39840.82104,25,23295.97,1
25900.717959999998,23,11564.05,1
31897.1188,10,61240.83,0
33427.60114,24,30022.7,1
21759.88614,20,38211.68,1
10534.73964,26,74784.54,1
30974.96698,15,77942.15,0
22336.02986,9,79509.41,0
15150.32676,24,15625.85,1
24727.5091,23,98524.92,0
35271.90478,25,35031.65,1
21125.80618,20,36700.87,1
20945.5601,23,80358.64,1
11999.23904,17,111492.06,0
29645.65214,25,81737.39,0
11106.05534,21,48019.15,1
33229.65232,18,101433.89,1
38395.63372,20,34727.23,1
23407.8503,12,48039.84,1
31779.63698,16,52176.1,1
13714.79548,16,100558.82,1
14485.66934,20,77380.23,0
33469.44398,19,90327.55,0
30062.4712,22,102088.28,1
17380.872,22,90861.06,1
16922.2101,23,32611.41,1
26415.70676,26,76406.67,0
27963.89184,25,60510.77,0
17083.1441,24,18436.74,1
20116.75,26,27796.72,1
31423.97284,21,74532.31,0
11133.41412,23,46222.01,1
20055.59508,14,94032.06,0
20910.15462,25,33230.63,1
20546.44378,10,68863.32,1
34977.39556,25,60218.26,1
10750.3912,25,25729.79,1
11331.362939999999,9,87090.31,0
25228.01384,20,109497.05,1
19183.3328,22,71926.29,0
24647.0421,26,82821.32,0
16841.7431,18,77477.47,1
15716.81444,9,58911.31,1
27307.28112,18,87037.83,0
34763.35334,15,95692.02,0
13497.53458,26,67749.59,0
18594.31436,15,98618.41,0
32198.06538,22,70723.31,0
40210.96924,21,71024.29,0
22125.20632,19,98176.6,0
12483.65038,26,41941.81,1
22319.93646,7,66648.94,0
26023.0278,20,77796.57,0
26019.809119999998,24,52874.84,1
32560.16688,26,23722.51,1
18068.06018,21,83117.55,1
22194.40794,26,42806.87,1
9503.1527,21,21351.97,1
13349.4753,15,57005.29,1
31026.46586,20,102436.44,0
18518.67538,26,54667.65,0
28216.55822,16,51852.46,1
35106.14276,22,14207.79,1
12551.24266,22,71125.79,0
20765.31402,12,65543.06,1
15732.90784,22,61141.06,0
27357.17066,24,58062.42,1
31898.72814,19,63163.86,0
19487.49806,18,95976.28,1
23343.4767,25,63258.5,0
8004.85716,26,52597.8,1
36445.11364,24,11026.81,1
12564.11738,15,79016.18,0
23483.48928,19,26075.87,1
39327.44158,18,45608.5,1
21996.45912,19,24410.5,1
28934.32386,26,36613.11,1
34491.37488,20,55543.87,1
12218.10928,22,43178.28,0
41321.41384,22,56149.98,1
10571.75446,24,74283.74,0
19017.57078,21,52538.41,1
8946.32106,22,58503.4,1
12393.52734,20,37167.26,1
14606.36984,16,68817.65,0
25104.09466,14,52450.42,1
16189.9604,19,92326.55,0
17516.05656,16,91836.46,0
25778.40812,15,71910.43,1
18051.96678,12,62645.76,0
22350.51392,24,34984.07,1
23372.44482,22,37197.33,1
13396.14616,23,75974.67,0
22424.54356,21,56317.17,1
22859.06536,22,98914.74,0
16737.136,18,55228.91,1
19622.68262,22,70520.39,1
15044.11032,16,67901.58,0
24967.30076,26,21280.49,1
17097.62816,24,24832.65,1
19131.83392,12,59902.41,1
16867.49254,25,110101.05,1
6904.0686,17,79458.63,0
39243.7559,26,72483.65,0
21428.3621,24,42267.1,1
19717.63368,22,81931.2,0
22429.37158,16,30050.98,1
14757.6478,13,94049.27,0
19112.52184,17,82336.21,1
47770.03922,19,80496.08,0
21977.14704,24,99817.63,0
14514.63746,19,83646.63,1
19976.73742,20,73689.73,1
11847.96108,22,18230.11,1
34478.50016,9,85734.51,0
16819.21234,23,64407.0,0
15597.72328,19,61515.63,0
44974.615639999996,10,108000.43,1
21304.44292,20,71955.11,1
19849.59956,26,39482.84,1
20935.90406,24,59216.64,1
15853.60834,26,43821.77,1
21961.05364,23,41732.94,1
13800.0905,24,94629.34,0
19593.7145,24,40149.86,1
17226.37536,17,93504.38,1
21700.34056,17,40311.82,0
38693.36162,21,45647.53,1
19081.94438,15,59044.8,1
24671.1822,26,31164.47,1
31185.79052,19,44342.75,1
21185.35176,24,100587.47,1
34398.03316,16,64857.14,0
19703.14962,15,40003.8,1
23423.9437,15,33405.66,1
23979.166,23,99555.39,0
14728.67968,23,25069.9,1
16750.01072,11,52685.72,1
21703.55924,19,109722.11,1
9746.16304,19,106160.66,0
27502.01126,23,17381.55,1
21256.16272,18,35844.53,1
25762.31472,26,72478.5,0
18072.8882,16,92265.06,1
21685.8565,24,91765.56,0
28237.47964,26,15102.37,1
25546.66316,25,63111.1,0
43906.01388,13,52310.49,1
32247.95492,11,53633.21,1
12609.1789,16,94250.61,0
18388.31884,20,49677.73,1
15948.5594,25,22312.07,1
32198.06538,19,102419.6,1
20578.63058,26,66450.33,1
20890.84254,25,30078.77,1
17559.50874,23,38298.19,1
34829.33628,20,22995.49,1
14995.83012,26,27388.02,1
18911.35434,16,31662.03,1
31031.29388,26,36234.88,1
16585.85804,25,96435.98,1
15552.661759999999,24,60755.9,0
22572.60284,18,28410.92,1
25480.68022,26,86946.0,0
33017.21944,26,70651.88,0
18916.18236,17,54765.57,1
19450.48324,13,65605.45,0
25269.85668,24,67311.7,1
19835.1155,22,49834.43,0
27004.7252,19,71195.67,0
33141.13862,17,41700.61,0
18280.49306,21,63503.6,1
16188.351059999999,18,63003.03,1
22878.37744,16,56180.62,1
26222.58596,13,69242.85,0
16323.53562,16,58392.0,0
29785.66472,20,50343.63,1
28531.98886,25,31823.73,1
19497.1541,13,99103.58,1
35308.9196,24,42150.71,1
15802.10946,19,44566.21,1
31583.2975,22,92551.94,0
14459.9199,13,101666.33,0
16466.76688,23,68208.14,0
14213.69088,26,79157.96,0
41649.7192,22,46081.3,1
22683.6473,26,78168.96,1
21561.93732,17,77306.03,0
27149.5658,16,47817.11,1
16951.17822,24,20792.2,1
19901.09844,13,52640.43,1
37413.93632,25,106743.67,0
19901.09844,25,94042.17,0
18780.9978,19,23093.87,1
16122.36812,18,81415.99,0
23494.75466,17,104154.33,1
26718.26268,26,28306.99,1
27706.39744,23,59209.58,1
27473.04314,21,108021.69,0
9879.73826,17,91497.96,1
12741.14478,14,85979.5,0
48489.4142,26,94402.97,0
35659.75572,23,46565.24,1
23769.9518,24,92897.36,0
30068.90856,19,98042.09,0
19735.33642,20,95461.13,1
32545.682819999998,13,60230.8,0
26063.2613,24,46299.08,1
23057.01418,23,15804.47,1
27324.98386,16,33558.74,1
11590.46668,26,60463.2,1
15937.29402,22,54251.45,1
30414.91666,15,85859.16,0
14537.16822,15,41785.43,1
20956.82548,12,69246.12,1
18385.100159999998,16,32773.82,1
21270.64678,21,70207.11,1
29764.7433,25,43259.44,1
27545.46344,20,68700.6,0
15190.56026,24,71937.67,1
19147.92732,19,77302.25,0
22575.82152,26,17247.18,1
22316.71778,22,56782.02,1
11860.8358,23,37861.44,1
27524.54202,14,37098.07,1
20636.56682,22,87001.83,0
28277.71314,22,42874.63,1
23469.00522,19,62894.79,0
12908.51614,22,98566.7,1
31287.17894,17,104619.49,0
19854.42758,12,77020.81,1
23581.65902,16,42090.21,1
31853.66662,23,54176.2,0
25458.14946,24,97794.8,1
30577.46,24,108295.76,1
18468.78584,26,93444.56,1
16730.69864,23,27789.95,1
21491.12636,26,68332.45,1
21803.33832,23,83012.99,1
16090.18132,13,47241.59,1
20102.26594,17,41676.0,1
20147.32746,21,49084.71,1
21220.75724,23,64465.44,0
11730.47926,20,34951.8,1
25514.47636,20,10891.85,1
19302.42396,18,98502.11,1
33141.13862,16,52171.5,1
22014.16186,24,91751.57,1
33884.6537,22,65238.76,0
9009.08532,24,97757.32,0
15699.1117,22,79660.6,1
21420.3154,12,63691.59,1
19641.9947,17,52771.56,1
19741.77378,21,89060.24,1
17921.610239999998,20,76149.23,1
22043.12998,9,104231.33,1
39848.86774,23,73988.94,0
32761.33438,25,53351.08,1
20546.44378,21,34854.69,1
32391.18618,13,108964.33,1
26229.02332,18,35196.0,1
22023.8179,25,77024.82,0
29088.8205,13,49682.36,1
27141.5191,16,66506.65,0
20095.82858,16,74163.51,0
36322.8038,17,49375.26,1
25208.70176,21,62793.28,0
16902.89802,19,37276.24,1
15467.36674,18,49174.32,1
29594.15326,23,23052.07,1
23295.1965,13,30194.45,1
15863.26438,22,94945.21,1
13998.03932,22,46233.56,1
21011.54304,19,99381.45,0
15930.85666,22,63521.2,1
33781.65594,21,89543.2,0
21555.49996,17,105949.77,1
43745.07988,7,87247.96,0
28404.851,24,35715.43,1
21505.61042,10,104676.44,1
24547.26302,20,39171.9,1
23633.1579,21,67356.05,1
18547.6435,21,48178.83,1
29137.1007,26,22228.46,1
40212.57858,22,35178.45,1
16017.76102,24,86775.26,0
17506.40052,21,49775.38,1
25807.37624,14,93938.82,0
16320.31694,26,55449.03,0
25908.76466,24,42481.06,1
19757.86718,18,62211.95,0
23670.17272,20,35560.21,1
19345.87614,23,44834.55,1
22363.38864,19,67548.67,0
17994.03054,16,45665.02,1
26200.0552,16,42919.11,1
28651.08002,24,26043.92,1
15860.0457,17,64605.87,1
10985.35484,24,93816.86,1
25248.93526,16,87763.3,0
19318.51736,20,91736.53,0
23301.633859999998,16,66464.41,1
18373.83478,24,90007.25,0
15794.06276,23,38869.12,1
28754.07778,21,77548.91,0
17094.40948,13,81017.73,0
10333.57214,21,31660.39,1
15711.98642,21,86113.03,1
23517.28542,22,26935.08,1
25950.6075,26,48352.95,0
22907.34556,17,97532.98,1
17244.0781,22,10000.44,1
49200.74248,24,25492.0,1
31848.8386,10,102022.19,0
15547.83374,26,86751.12,0
25353.54236,17,57915.65,1
14628.900599999999,12,106842.13,1
24215.73898,22,19726.83,1
14371.4062,22,72173.2,0
31808.6051,13,83013.97,0
8622.84372,14,37158.94,1
21542.62524,25,24897.08,1
17421.1055,22,75868.0,1
20783.01676,16,36834.17,1
15745.78256,11,91226.63,0
51289.6658,22,81098.35,0
29970.73882,20,87118.66,0
16709.77722,19,32078.07,1
21182.13308,25,70287.19,1
33820.280099999996,19,77981.66,0
33038.14086,23,75315.05,0
30160.64094,8,91394.44,0
14619.24456,23,68197.16,0
33725.32904,18,68943.39,0
23263.0097,14,35015.25,1
16836.91508,18,61645.21,0
13621.45376,23,106963.85,1
17989.20252,20,56257.43,1
29668.1829,23,83304.17,0
16849.7898,16,67952.69,0
37302.89186,26,24222.03,1
17329.37312,9,69134.09,0
16630.91956,18,80873.69,0
27204.28336,15,64793.81,0
26864.71262,23,88354.0,0
15353.1036,12,82225.89,0
13782.38776,20,66059.51,0
19197.81686,25,22826.76,1
29821.0702,21,45138.48,1
12472.385,26,27412.47,1
19258.97178,22,48725.02,1
37586.1357,25,67792.16,0
38580.70782,26,46827.55,1
28538.42622,24,93262.17,0
24283.33126,26,81858.67,0
33337.4781,13,59267.54,1
26119.5882,12,116210.71,1
14245.87768,24,51863.7,1
28020.21874,22,45247.75,1
19793.27266,24,52649.03,1
16727.47996,23,25053.03,1
18056.7948,13,68411.14,0
29767.96198,25,34687.79,1
17491.91646,16,74758.15,0
13637.54716,23,90845.06,1
15684.62764,26,38647.16,1
15678.19028,14,65918.74,1
20422.5246,14,84671.09,1
36971.36782,23,59578.75,1
24767.7426,11,60010.03,0
29293.20668,11,83443.11,0
32270.48568,17,89469.69,0
31076.3554,16,90014.74,0
17052.56664,26,49120.38,1
14741.554399999999,23,83022.67,1
36638.23444,15,33509.54,1
15435.17994,16,72893.46,1
21957.83496,26,43288.46,1
26343.28646,26,67757.38,0
33760.73452,18,54980.62,1
24758.08656,24,23983.34,1
30308.70022,11,70453.02,0
28287.36918,24,13338.2,1
18663.51598,26,48661.0,1
17659.28782,26,101532.58,1
13220.7281,25,95403.39,1
19679.00952,19,43197.96,1
26608.82756,25,91375.72,0
28021.82808,23,86367.76,0
17884.59542,18,94863.23,0
19497.1541,23,23735.52,1
43527.81898,26,52015.02,0
19688.66556,25,104156.53,1
25395.3852,23,88979.88,0
19353.92284,26,50074.14,1
32762.94372,26,50742.1,0
15192.1696,21,90148.69,1
21302.83358,25,21600.98,1
20165.0302,22,76442.43,1
23633.1579,16,54565.6,0
25211.92044,17,47337.76,0
26603.99954,24,66585.5,1
18700.5308,25,93222.97,1
28073.32696,18,86345.8,0
18346.476,22,43509.69,1
19096.42844,25,41268.07,0
28205.29284,21,26269.79,1
19019.18012,19,84302.58,0
20424.13394,19,50101.8,1
26359.37986,26,9353.32,1
11093.18062,15,71222.14,0
53182.24964,20,32317.43,1
13856.4174,14,74276.87,0
14899.26972,14,89366.83,1
24885.22442,24,29001.23,1
24637.38606,24,57035.55,1
11270.20802,19,89173.5,0
15942.12204,14,62473.97,1
13312.46048,22,81956.85,1
20652.66022,25,46086.14,1
27110.94164,21,43893.65,1
12800.69036,26,27744.34,1
26151.775,24,62149.75,0
25611.03676,24,66079.3,0
23185.76138,17,89945.81,0
15142.28006,21,69128.91,1
25570.80326,23,42018.68,1
14395.5463,21,65321.91,0
51643.7206,24,76131.04,1
18320.72656,17,84050.01,0
28726.719,25,42666.26,1
33335.86876,24,25104.69,1
26183.9618,12,91717.22,0
28871.5596,26,31380.96,1
22733.53684,26,69751.73,1
28680.04814,21,42421.27,1
17060.61334,25,76547.04,1
19144.70864,26,59477.15,1
20007.31488,26,41159.72,1
18912.96368,15,37291.24,1
18853.4181,16,79884.95,0
31456.15964,11,82416.29,0
49245.804,18,99958.32,0
18233.8222,25,65355.01,1
27839.97266,12,92234.02,0
22289.359,17,26868.46,1
23139.09052,8,76442.96,0
21288.34952,17,43705.05,1
20153.76482,25,64898.92,1
17768.72294,20,83770.84,1
32939.97112,12,104850.88,0
25252.15394,25,56698.26,1
36760.54428,26,28955.39,1
14022.17942,19,30541.2,1
17651.24112,19,59316.98,1
32342.90598,12,83926.72,0
24399.20374,19,78144.33,0
8197.97796,7,58294.08,1
24552.09104,26,37741.81,1
23303.2432,21,57101.08,1
18426.943,21,79690.34,1
28786.26458,16,50535.2,0
29695.54168,19,31390.18,1
19173.67676,25,36387.28,1
21275.4748,24,93606.34,1
32159.44122,23,8853.05,1
16962.4436,26,35546.81,1
41314.97648,25,46598.59,1
25623.91148,18,100974.45,1
23983.99402,16,79198.99,0
18554.08086,25,19561.66,1
15353.1036,20,107756.38,1
15856.82702,20,67787.6,0
17210.28196,13,64171.42,0
21064.65126,14,62962.54,1
7081.096,24,25718.98,1
23992.04072,17,61122.51,1
17545.02468,25,44408.42,1
15694.28368,20,95190.96,0
26603.99954,16,39737.98,1
38591.9732,21,90128.08,0
28617.28388,23,73687.07,0
41065.52878,23,30933.88,1
9433.95108,24,98033.64,1
27057.83342,23,93682.67,0
22197.62662,16,72601.75,1
24368.62628,9,89617.42,0
26781.02694,15,65476.51,0
15892.2325,18,78558.45,0
28850.638179999998,15,89875.74,0
37644.07194,13,87302.72,0
17879.7674,21,41751.89,1
22675.6006,10,37019.05,1
20424.13394,18,39267.97,1
28699.36022,24,73674.54,0
23971.1193,21,106779.75,0
27611.44638,15,89193.63,0
18254.74362,13,67946.28,0
28546.47292,23,35168.93,1
13396.14616,26,50628.03,1
20918.20132,18,73816.0,1
30815.64232,11,47980.36,0
10129.18596,14,82564.53,1
16753.2294,22,94847.15,1
19136.661939999998,13,75040.01,0
24268.8472,26,79122.84,0
17763.89492,11,93955.53,0
15795.6721,11,118929.72,0
18521.89406,22,90210.53,1
19035.27352,20,115756.99,1
19751.42982,23,102122.58,0
24846.60026,18,91543.66,0
25034.89304,18,50083.47,1
17108.89354,23,73809.98,0
18385.100159999998,24,27598.09,1
25593.33402,20,66612.71,0
25503.21098,24,98147.0,0
35115.7988,23,70630.44,0
16807.94696,19,65518.56,0
14410.03036,23,49870.45,1
19897.87976,24,33217.44,1
19273.45584,17,100716.13,0
21397.78464,21,95280.22,0
31180.9625,19,77031.56,0
27199.45534,18,30563.08,1
20612.42672,21,93484.11,0
16432.97074,22,28975.97,1
31507.65852,17,48588.31,1
24585.88718,24,28873.83,1
13803.30918,26,29603.59,1
19144.70864,22,50864.13,1
30413.30732,23,81873.42,0
15251.71518,19,51785.14,1
31250.16412,16,82067.01,0
14355.3128,21,50587.73,1
11992.80168,26,33661.26,1
18254.74362,26,15319.97,1
15188.95092,17,82642.18,1
11204.22508,22,63943.31,0
22852.628,25,59611.42,1
23317.72726,26,89115.67,1
16246.2873,20,90788.58,1
34974.17688,22,37043.52,1
19907.5358,24,67125.55,1
26555.71934,18,98621.55,0
16280.08344,13,104294.57,0
14430.95178,12,72604.16,1
19886.61438,23,66976.15,0
33646.47138,22,52719.09,1
20723.47118,15,76779.71,1
27654.89856,18,28785.16,1
14572.5737,15,68969.5,1
31781.24632,24,19247.58,1
31601.00024,21,21952.46,1
17184.53252,8,114033.21,1
11992.80168,25,42775.72,1
22791.47308,14,76974.39,1
18492.92594,16,47978.72,1
12887.59472,19,58359.09,1
21314.09896,22,82202.7,0
20087.78188,26,66775.54,0
24212.5203,25,88769.82,0
11365.15908,23,35732.52,1
17921.610239999998,22,95744.02,0
15301.60472,24,50949.03,1
22926.65764,25,75752.6,1
26175.9151,19,80383.01,0
26431.80016,25,53129.13,1
18283.71174,15,96991.27,0
23216.33884,12,79007.41,0
38497.02214,21,51389.94,1
27659.72658,25,6487.69,1
17139.471,11,37251.7,1
14963.64332,21,34615.21,1
20279.29334,26,81241.55,0
17807.3471,11,77354.01,0
21137.07156,22,30779.19,1
14862.2549,9,61856.8,1
21569.98402,18,79024.34,0
26053.60526,9,78276.97,0
21803.33832,23,40006.8,1
10745.56318,21,74733.45,1
24016.18082,20,36731.6,1
35637.22496,26,29443.0,1
46952.4945,20,88029.63,0
18510.62868,11,58454.78,1
32352.56202,22,53759.26,1
25216.74846,20,106547.51,1
14094.59972,18,94206.91,1
21801.72898,24,76154.95,1
26879.19668,25,12743.53,1
31139.11966,10,74606.2,0
18669.95334,26,47764.99,1
20313.08948,11,89084.82,1
27608.2277,21,109488.35,1
20634.95748,18,88156.67,0
38793.140699999996,20,40125.7,1
17920.0009,19,111343.03,0
10708.54836,25,113899.61,1
21627.92026,16,80004.25,1
17845.97126,25,50129.74,1
28644.64266,24,86614.43,0
22018.98988,21,87789.27,1
18792.263179999998,20,88504.53,1
12599.52286,15,62997.04,0
18867.90216,20,38770.27,1
21708.38726,14,90850.63,1
30495.38366,22,73665.75,0
21270.64678,13,39064.49,1
20617.25474,21,34890.17,1
9998.82942,26,64762.58,1
17050.9573,24,80630.07,1
22171.87718,26,60363.85,0
33142.74796,24,77784.26,0
20018.58026,23,33809.98,1
18924.22906,24,48681.98,1
27698.35074,18,24036.67,1
18219.33814,15,41911.21,1
14107.47444,20,90663.59,0
11973.4896,8,94469.15,1
11957.3962,23,60866.18,0
16806.33762,19,99540.55,1
28504.63008,20,49212.89,0
14970.08068,25,70247.17,1
34027.88496,23,95666.1,0
38188.02886,25,55312.4,1
17239.25008,11,85672.16,1
24688.88494,25,85503.63,0
24416.90648,24,104970.73,0
29716.4631,24,38911.5,1
22796.3011,21,30941.53,1
13547.42412,26,21719.5,1
14047.92886,23,70601.13,1
16685.63712,23,27736.63,1
19735.33642,26,102726.85,0
30109.14206,25,85202.49,0
20029.84564,21,55669.54,1
22503.40122,18,43858.92,1
21001.887,20,83074.58,1
10338.40016,17,47606.92,1
25924.85806,22,83100.6,0
17464.55768,26,47913.33,1
27176.92458,24,59306.93,1
28456.34988,18,80332.34,0
22913.78292,17,105113.45,0
